buying,maint,doors,persons,lug_boot,safety,class,cluster
high,med,2,4,big,low,unacc,3
high,med,2,4,big,med,acc,0
high,med,2,4,big,high,acc,6
high,med,2,more,small,low,unacc,0
high,med,2,more,small,med,unacc,0
high,med,2,more,small,high,unacc,6
high,med,2,more,med,low,unacc,6
high,med,2,more,med,med,unacc,0
high,med,2,more,med,high,acc,6
high,med,2,more,big,low,unacc,0
high,med,2,more,big,med,acc,0
high,med,2,more,big,high,acc,0
high,med,3,2,small,low,unacc,2
high,med,3,2,small,med,unacc,2
high,med,3,2,small,high,unacc,2
high,med,3,2,med,low,unacc,2
high,med,3,2,med,med,unacc,2
high,med,3,2,med,high,unacc,5
high,med,3,2,big,low,unacc,2
high,med,3,2,big,med,unacc,5
high,med,3,2,big,high,unacc,5
high,med,3,4,small,low,unacc,1
high,med,3,4,small,med,unacc,4
high,med,3,4,small,high,acc,6
high,med,3,4,med,low,unacc,6
high,med,3,4,med,med,unacc,6
high,med,3,4,med,high,acc,6
high,med,3,4,big,low,unacc,3
high,med,3,4,big,med,acc,0
high,med,3,4,big,high,acc,5
high,med,3,more,small,low,unacc,2
high,med,3,more,small,med,unacc,4
high,med,3,more,small,high,acc,4
high,med,3,more,med,low,unacc,2
high,med,3,more,med,med,acc,4
high,med,3,more,med,high,acc,6
high,med,3,more,big,low,unacc,0
high,med,3,more,big,med,acc,0
high,med,3,more,big,high,acc,5
high,med,4,2,small,low,unacc,1
high,med,4,2,small,med,unacc,1
high,med,4,2,small,high,unacc,1
high,med,4,2,med,low,unacc,1
high,med,4,2,med,med,unacc,6
high,med,4,2,med,high,unacc,6
high,med,4,2,big,low,unacc,1
high,med,4,2,big,med,unacc,0
high,med,4,2,big,high,unacc,5
high,med,4,4,small,low,unacc,1
high,med,4,4,small,med,unacc,1
high,med,4,4,small,high,acc,1
high,med,4,4,med,low,unacc,1
high,med,4,4,med,med,acc,6
high,med,4,4,med,high,acc,6
high,med,4,4,big,low,unacc,1
high,med,4,4,big,med,acc,0
high,med,4,4,big,high,acc,6
high,med,4,more,small,low,unacc,1
high,med,4,more,small,med,unacc,4
high,med,4,more,small,high,acc,7
high,med,4,more,med,low,unacc,1
high,med,4,more,med,med,acc,0
high,med,4,more,med,high,acc,6
high,med,4,more,big,low,unacc,0
high,med,4,more,big,med,acc,0
high,med,4,more,big,high,acc,0
high,med,5more,2,small,low,unacc,2
high,med,5more,2,small,med,unacc,2
high,med,5more,2,small,high,unacc,7
high,med,5more,2,med,low,unacc,2
high,med,5more,2,med,med,unacc,6
high,med,5more,2,med,high,unacc,6
high,med,5more,2,big,low,unacc,2
high,med,5more,2,big,med,unacc,0
high,med,5more,2,big,high,unacc,5
high,med,5more,4,small,low,unacc,1
high,med,5more,4,small,med,unacc,1
high,med,5more,4,small,high,acc,6
high,med,5more,4,med,low,unacc,6
high,med,5more,4,med,med,acc,6
high,med,5more,4,med,high,acc,6
high,med,5more,4,big,low,unacc,3
high,med,5more,4,big,med,acc,0
high,med,5more,4,big,high,acc,6
high,med,5more,more,small,low,unacc,7
high,med,5more,more,small,med,unacc,4
high,med,5more,more,small,high,acc,7
high,med,5more,more,med,low,unacc,6
high,med,5more,more,med,med,acc,0
high,med,5more,more,med,high,acc,6
high,med,5more,more,big,low,unacc,0
high,med,5more,more,big,med,acc,0
high,med,5more,more,big,high,acc,7
high,low,2,2,small,low,unacc,2
high,low,2,2,small,med,unacc,2
high,low,2,2,small,high,unacc,6
high,low,2,2,med,low,unacc,6
high,low,2,2,med,med,unacc,6
high,low,2,2,med,high,unacc,6
high,low,2,2,big,low,unacc,2
high,low,2,2,big,med,unacc,0
high,low,2,2,big,high,unacc,5
high,low,2,4,small,low,unacc,6
high,low,2,4,small,med,unacc,6
high,low,2,4,small,high,acc,6
high,low,2,4,med,low,unacc,6
high,low,2,4,med,med,unacc,6
high,low,2,4,med,high,acc,6
high,low,2,4,big,low,unacc,3
high,low,2,4,big,med,acc,6
high,low,2,4,big,high,acc,6
high,low,2,more,small,low,unacc,2
high,low,2,more,small,med,unacc,0
high,low,2,more,small,high,unacc,6
high,low,2,more,med,low,unacc,6
high,low,2,more,med,med,unacc,6
high,low,2,more,med,high,acc,6
high,low,2,more,big,low,unacc,0
high,low,2,more,big,med,acc,0
high,low,2,more,big,high,acc,6
high,low,3,2,small,low,unacc,2
high,low,3,2,small,med,unacc,2
high,low,3,2,small,high,unacc,2
high,low,3,2,med,low,unacc,2
high,low,3,2,med,med,unacc,2
high,low,3,2,med,high,unacc,5
high,low,3,2,big,low,unacc,2
high,low,3,2,big,med,unacc,5
high,low,3,2,big,high,unacc,5
high,low,3,4,small,low,unacc,2
high,low,3,4,small,med,unacc,2
high,low,3,4,small,high,acc,6
high,low,3,4,med,low,unacc,6
high,low,3,4,med,med,unacc,6
high,low,3,4,med,high,acc,6
high,low,3,4,big,low,unacc,2
high,low,3,4,big,med,acc,5
high,low,3,4,big,high,acc,5
high,low,3,more,small,low,unacc,2
high,low,3,more,small,med,unacc,4
high,low,3,more,small,high,acc,2
high,low,3,more,med,low,unacc,2
high,low,3,more,med,med,acc,4
high,low,3,more,med,high,acc,6
high,low,3,more,big,low,unacc,2
high,low,3,more,big,med,acc,0
high,low,3,more,big,high,acc,5
high,low,4,2,small,low,unacc,2
high,low,4,2,small,med,unacc,2
high,low,4,2,small,high,unacc,2
high,low,4,2,med,low,unacc,2
high,low,4,2,med,med,unacc,6
high,low,4,2,med,high,unacc,6
high,low,4,2,big,low,unacc,2
high,low,4,2,big,med,unacc,5
high,low,4,2,big,high,unacc,5
high,low,4,4,small,low,unacc,1
high,low,4,4,small,med,unacc,1
high,low,4,4,small,high,acc,6
high,low,4,4,med,low,unacc,6
high,low,4,4,med,med,acc,6
high,low,4,4,med,high,acc,6
high,low,4,4,big,low,unacc,1
high,low,4,4,big,med,acc,6
high,low,4,4,big,high,acc,6
high,low,4,more,small,low,unacc,1
high,low,4,more,small,med,unacc,4
high,low,4,more,small,high,acc,6
high,low,4,more,med,low,unacc,6
high,low,4,more,med,med,acc,6
high,low,4,more,med,high,acc,6
high,low,4,more,big,low,unacc,0
high,low,4,more,big,med,acc,0
high,low,4,more,big,high,acc,5
high,low,5more,2,small,low,unacc,2
high,low,5more,2,small,med,unacc,2
high,low,5more,2,small,high,unacc,2
high,low,5more,2,med,low,unacc,2
high,low,5more,2,med,med,unacc,6
high,low,5more,2,med,high,unacc,6
high,low,5more,2,big,low,unacc,2
high,low,5more,2,big,med,unacc,5
high,low,5more,2,big,high,unacc,5
high,low,5more,4,small,low,unacc,1
high,low,5more,4,small,med,unacc,6
high,low,5more,4,small,high,acc,6
high,low,5more,4,med,low,unacc,6
high,low,5more,4,med,med,acc,6
high,low,5more,4,med,high,acc,6
high,low,5more,4,big,low,unacc,3
high,low,5more,4,big,med,acc,6
high,low,5more,4,big,high,acc,6
high,low,5more,more,small,low,unacc,2
high,low,5more,more,small,med,unacc,4
high,low,5more,more,small,high,acc,7
high,low,5more,more,med,low,unacc,6
high,low,5more,more,med,med,acc,6
high,low,5more,more,med,high,acc,6
high,low,5more,more,big,low,unacc,0
high,low,5more,more,big,med,acc,0
high,low,5more,more,big,high,acc,5
med,vhigh,2,2,small,low,unacc,1
med,vhigh,2,2,small,med,unacc,0
med,vhigh,2,2,small,high,unacc,0
med,vhigh,2,2,med,low,unacc,3
med,vhigh,2,2,med,med,unacc,0
med,vhigh,2,2,med,high,unacc,6
med,vhigh,2,2,big,low,unacc,3
med,vhigh,2,2,big,med,unacc,0
med,vhigh,2,2,big,high,unacc,0
med,vhigh,2,4,small,low,unacc,1
med,vhigh,2,4,small,med,unacc,0
med,vhigh,2,4,small,high,acc,1
med,vhigh,2,4,med,low,unacc,3
med,vhigh,2,4,med,med,unacc,0
med,vhigh,2,4,med,high,acc,6
med,vhigh,2,4,big,low,unacc,3
med,vhigh,2,4,big,med,acc,0
med,vhigh,2,4,big,high,acc,3
med,vhigh,2,more,small,low,unacc,0
med,vhigh,2,more,small,med,unacc,0
med,vhigh,2,more,small,high,unacc,0
med,vhigh,2,more,med,low,unacc,0
med,vhigh,2,more,med,med,unacc,0
med,vhigh,2,more,med,high,acc,0
med,vhigh,2,more,big,low,unacc,0
med,vhigh,2,more,big,med,acc,0
med,vhigh,2,more,big,high,acc,0
med,vhigh,3,2,small,low,unacc,2
med,vhigh,3,2,small,med,unacc,2
med,vhigh,3,2,small,high,unacc,2
med,vhigh,3,2,med,low,unacc,2
med,vhigh,3,2,med,med,unacc,0
med,vhigh,3,2,med,high,unacc,5
med,vhigh,3,2,big,low,unacc,2
med,vhigh,3,2,big,med,unacc,0
med,vhigh,3,2,big,high,unacc,5
med,vhigh,3,4,small,low,unacc,1
med,vhigh,3,4,small,med,unacc,1
med,vhigh,3,4,small,high,acc,1
med,vhigh,3,4,med,low,unacc,1
med,vhigh,3,4,med,med,unacc,0
med,vhigh,3,4,med,high,acc,6
med,vhigh,3,4,big,low,unacc,3
med,vhigh,3,4,big,med,acc,0
med,vhigh,3,4,big,high,acc,3
med,vhigh,3,more,small,low,unacc,1
med,vhigh,3,more,small,med,unacc,4
med,vhigh,3,more,small,high,acc,4
med,vhigh,3,more,med,low,unacc,0
med,vhigh,3,more,med,med,acc,0
med,vhigh,3,more,med,high,acc,0
med,vhigh,3,more,big,low,unacc,0
med,vhigh,3,more,big,med,acc,0
med,vhigh,3,more,big,high,acc,0
med,vhigh,4,2,small,low,unacc,1
med,vhigh,4,2,small,med,unacc,1
med,vhigh,4,2,small,high,unacc,1
med,vhigh,4,2,med,low,unacc,1
med,vhigh,4,2,med,med,unacc,0
med,vhigh,4,2,med,high,unacc,1
med,vhigh,4,2,big,low,unacc,1
med,vhigh,4,2,big,med,unacc,0
med,vhigh,4,2,big,high,unacc,5
med,vhigh,4,4,small,low,unacc,1
med,vhigh,4,4,small,med,unacc,1
med,vhigh,4,4,small,high,acc,1
med,vhigh,4,4,med,low,unacc,1
med,vhigh,4,4,med,med,acc,1
med,vhigh,4,4,med,high,acc,1
med,vhigh,4,4,big,low,unacc,1
med,vhigh,4,4,big,med,acc,0
med,vhigh,4,4,big,high,acc,1
med,vhigh,4,more,small,low,unacc,1
med,vhigh,4,more,small,med,unacc,0
med,vhigh,4,more,small,high,acc,1
med,vhigh,4,more,med,low,unacc,1
med,vhigh,4,more,med,med,acc,0
med,vhigh,4,more,med,high,acc,0
med,vhigh,4,more,big,low,unacc,0
med,vhigh,4,more,big,med,acc,0
med,vhigh,4,more,big,high,acc,0
med,vhigh,5more,2,small,low,unacc,1
med,vhigh,5more,2,small,med,unacc,0
med,vhigh,5more,2,small,high,unacc,7
med,vhigh,5more,2,med,low,unacc,1
med,vhigh,5more,2,med,med,unacc,0
med,vhigh,5more,2,med,high,unacc,5
med,vhigh,5more,2,big,low,unacc,3
med,vhigh,5more,2,big,med,unacc,0
med,vhigh,5more,2,big,high,unacc,5
med,vhigh,5more,4,small,low,unacc,1
med,vhigh,5more,4,small,med,unacc,1
med,vhigh,5more,4,small,high,acc,1
med,vhigh,5more,4,med,low,unacc,1
med,vhigh,5more,4,med,med,acc,0
med,vhigh,5more,4,med,high,acc,6
med,vhigh,5more,4,big,low,unacc,3
med,vhigh,5more,4,big,med,acc,0
med,vhigh,5more,4,big,high,acc,3
med,vhigh,5more,more,small,low,unacc,1
med,vhigh,5more,more,small,med,unacc,0
med,vhigh,5more,more,small,high,acc,7
med,vhigh,5more,more,med,low,unacc,0
med,vhigh,5more,more,med,med,acc,0
med,vhigh,5more,more,med,high,acc,7
med,vhigh,5more,more,big,low,unacc,0
med,vhigh,5more,more,big,med,acc,0
med,vhigh,5more,more,big,high,acc,0
med,high,2,2,small,low,unacc,3
med,high,2,2,small,med,unacc,3
med,high,2,2,small,high,unacc,3
med,high,2,2,med,low,unacc,3
med,high,2,2,med,med,unacc,3
med,high,2,2,med,high,unacc,3
med,high,2,2,big,low,unacc,3
med,high,2,2,big,med,unacc,3
med,high,2,2,big,high,unacc,3
med,high,2,4,small,low,unacc,3
med,high,2,4,small,med,unacc,3
med,high,2,4,small,high,acc,3
med,high,2,4,med,low,unacc,3
med,high,2,4,med,med,unacc,3
med,high,2,4,med,high,acc,3
med,high,2,4,big,low,unacc,3
med,high,2,4,big,med,acc,3
med,high,2,4,big,high,acc,3
med,high,2,more,small,low,unacc,3
med,high,2,more,small,med,unacc,4
med,high,2,more,small,high,unacc,7
med,high,2,more,med,low,unacc,3
med,high,2,more,med,med,unacc,0
med,high,2,more,med,high,acc,3
med,high,2,more,big,low,unacc,3
med,high,2,more,big,med,acc,0
med,high,2,more,big,high,acc,3
med,high,3,2,small,low,unacc,2
med,high,3,2,small,med,unacc,4
med,high,3,2,small,high,unacc,2
med,high,3,2,med,low,unacc,2
med,high,3,2,med,med,unacc,4
med,high,3,2,med,high,unacc,5
med,high,3,2,big,low,unacc,3
med,high,3,2,big,med,unacc,3
med,high,3,2,big,high,unacc,5
med,high,3,4,small,low,unacc,3
med,high,3,4,small,med,unacc,4
med,high,3,4,small,high,acc,3
med,high,3,4,med,low,unacc,3
med,high,3,4,med,med,unacc,3
med,high,3,4,med,high,acc,3
med,high,3,4,big,low,unacc,3
med,high,3,4,big,med,acc,3
med,high,3,4,big,high,acc,3
med,high,3,more,small,low,unacc,4
med,high,3,more,small,med,unacc,4
med,high,3,more,small,high,acc,4
med,high,3,more,med,low,unacc,3
med,high,3,more,med,med,acc,4
med,high,3,more,med,high,acc,4
med,high,3,more,big,low,unacc,3
med,high,3,more,big,med,acc,4
med,high,3,more,big,high,acc,3
med,high,4,2,small,low,unacc,1
med,high,4,2,small,med,unacc,4
med,high,4,2,small,high,unacc,7
med,high,4,2,med,low,unacc,3
med,high,4,2,med,med,unacc,3
med,high,4,2,med,high,unacc,3
med,high,4,2,big,low,unacc,3
med,high,4,2,big,med,unacc,3
med,high,4,2,big,high,unacc,3
med,high,4,4,small,low,unacc,1
med,high,4,4,small,med,unacc,1
med,high,4,4,small,high,acc,1
med,high,4,4,med,low,unacc,3
med,high,4,4,med,med,acc,3
med,high,4,4,med,high,acc,3
med,high,4,4,big,low,unacc,3
med,high,4,4,big,med,acc,3
med,high,4,4,big,high,acc,3
med,high,4,more,small,low,unacc,1
med,high,4,more,small,med,unacc,4
med,high,4,more,small,high,acc,7
med,high,4,more,med,low,unacc,3
med,high,4,more,med,med,acc,4
med,high,4,more,med,high,acc,7
med,high,4,more,big,low,unacc,3
med,high,4,more,big,med,acc,0
med,high,4,more,big,high,acc,3
med,high,5more,2,small,low,unacc,2
med,high,5more,2,small,med,unacc,4
med,high,5more,2,small,high,unacc,7
med,high,5more,2,med,low,unacc,3
med,high,5more,2,med,med,unacc,3
med,high,5more,2,med,high,unacc,7
med,high,5more,2,big,low,unacc,3
med,high,5more,2,big,med,unacc,3
med,high,5more,2,big,high,unacc,3
med,high,5more,4,small,low,unacc,3
med,high,5more,4,small,med,unacc,3
med,high,5more,4,small,high,acc,7
med,high,5more,4,med,low,unacc,3
med,high,5more,4,med,med,acc,3
med,high,5more,4,med,high,acc,3
med,high,5more,4,big,low,unacc,3
med,high,5more,4,big,med,acc,3
med,high,5more,4,big,high,acc,3
med,high,5more,more,small,low,unacc,7
med,high,5more,more,small,med,unacc,4
med,high,5more,more,small,high,acc,7
med,high,5more,more,med,low,unacc,3
med,high,5more,more,med,med,acc,4
med,high,5more,more,med,high,acc,7
med,high,5more,more,big,low,unacc,3
med,high,5more,more,big,med,acc,0
med,high,5more,more,big,high,acc,7
med,med,2,2,small,low,unacc,2
med,med,2,2,small,med,unacc,0
med,med,2,2,small,high,unacc,2
med,med,2,2,med,low,unacc,3
med,med,2,2,med,med,unacc,0
med,med,2,2,med,high,unacc,6
med,med,2,2,big,low,unacc,3
med,med,2,2,big,med,unacc,0
med,med,2,2,big,high,unacc,3
med,med,2,4,small,low,unacc,3
med,med,2,4,small,med,acc,3
med,med,2,4,small,high,acc,3
med,med,2,4,med,low,unacc,3
med,med,2,4,med,med,acc,3
med,med,2,4,med,high,acc,6
med,med,2,4,big,low,unacc,3
med,med,2,4,big,med,acc,3
med,med,2,4,big,high,vgood,3
med,med,2,more,small,low,unacc,3
med,med,2,more,small,med,unacc,0
med,med,2,more,small,high,unacc,7
med,med,2,more,med,low,unacc,3
med,med,2,more,med,med,acc,0
med,med,2,more,med,high,acc,6
med,med,2,more,big,low,unacc,3
med,med,2,more,big,med,acc,0
med,med,2,more,big,high,vgood,0
med,med,3,2,small,low,unacc,2
med,med,3,2,small,med,unacc,2
med,med,3,2,small,high,unacc,2
med,med,3,2,med,low,unacc,2
med,med,3,2,med,med,unacc,2
med,med,3,2,med,high,unacc,5
med,med,3,2,big,low,unacc,2
med,med,3,2,big,med,unacc,5
med,med,3,2,big,high,unacc,5
med,med,3,4,small,low,unacc,1
med,med,3,4,small,med,acc,4
med,med,3,4,small,high,acc,1
med,med,3,4,med,low,unacc,3
med,med,3,4,med,med,acc,3
med,med,3,4,med,high,acc,6
med,med,3,4,big,low,unacc,3
med,med,3,4,big,med,acc,3
med,med,3,4,big,high,vgood,3
med,med,3,more,small,low,unacc,2
med,med,3,more,small,med,acc,4
med,med,3,more,small,high,acc,4
med,med,3,more,med,low,unacc,2
med,med,3,more,med,med,acc,4
med,med,3,more,med,high,vgood,4
med,med,3,more,big,low,unacc,3
med,med,3,more,big,med,acc,0
med,med,3,more,big,high,vgood,5
med,med,4,2,small,low,unacc,1
med,med,4,2,small,med,unacc,1
med,med,4,2,small,high,unacc,1
med,med,4,2,med,low,unacc,1
med,med,4,2,med,med,unacc,0
med,med,4,2,med,high,unacc,5
med,med,4,2,big,low,unacc,3
med,med,4,2,big,med,unacc,0
med,med,4,2,big,high,unacc,5
med,med,4,4,small,low,unacc,1
med,med,4,4,small,med,acc,1
med,med,4,4,small,high,acc,1
med,med,4,4,med,low,unacc,1
med,med,4,4,med,med,acc,1
med,med,4,4,med,high,vgood,6
med,med,4,4,big,low,unacc,3
med,med,4,4,big,med,acc,3
med,med,4,4,big,high,vgood,3
med,med,4,more,small,low,unacc,1
med,med,4,more,small,med,acc,4
med,med,4,more,small,high,acc,7
med,med,4,more,med,low,unacc,1
med,med,4,more,med,med,acc,0
med,med,4,more,med,high,vgood,6
med,med,4,more,big,low,unacc,3
med,med,4,more,big,med,acc,0
med,med,4,more,big,high,vgood,0
med,med,5more,2,small,low,unacc,2
med,med,5more,2,small,med,unacc,2
med,med,5more,2,small,high,unacc,7
med,med,5more,2,med,low,unacc,2
med,med,5more,2,med,med,unacc,0
med,med,5more,2,med,high,unacc,5
med,med,5more,2,big,low,unacc,3
med,med,5more,2,big,med,unacc,0
med,med,5more,2,big,high,unacc,5
med,med,5more,4,small,low,unacc,1
med,med,5more,4,small,med,acc,1
med,med,5more,4,small,high,acc,7
med,med,5more,4,med,low,unacc,3
med,med,5more,4,med,med,acc,3
med,med,5more,4,med,high,vgood,6
med,med,5more,4,big,low,unacc,3
med,med,5more,4,big,med,acc,3
med,med,5more,4,big,high,vgood,3
med,med,5more,more,small,low,unacc,7
med,med,5more,more,small,med,acc,4
med,med,5more,more,small,high,acc,7
med,med,5more,more,med,low,unacc,3
med,med,5more,more,med,med,acc,0
med,med,5more,more,med,high,vgood,7
med,med,5more,more,big,low,unacc,3
med,med,5more,more,big,med,acc,0
med,med,5more,more,big,high,vgood,7
med,low,2,2,small,low,unacc,2
med,low,2,2,small,med,unacc,2
med,low,2,2,small,high,unacc,2
med,low,2,2,med,low,unacc,2
med,low,2,2,med,med,unacc,6
med,low,2,2,med,high,unacc,6
med,low,2,2,big,low,unacc,3
med,low,2,2,big,med,unacc,0
med,low,2,2,big,high,unacc,5
med,low,2,4,small,low,unacc,3
med,low,2,4,small,med,acc,3
med,low,2,4,small,high,good,6
med,low,2,4,med,low,unacc,3
med,low,2,4,med,med,acc,6
med,low,2,4,med,high,good,6
med,low,2,4,big,low,unacc,3
med,low,2,4,big,med,good,3
med,low,2,4,big,high,vgood,3
med,low,2,more,small,low,unacc,2
med,low,2,more,small,med,unacc,0
med,low,2,more,small,high,unacc,6
med,low,2,more,med,low,unacc,3
med,low,2,more,med,med,acc,0
med,low,2,more,med,high,good,6
med,low,2,more,big,low,unacc,3
med,low,2,more,big,med,good,0
med,low,2,more,big,high,vgood,0
med,low,3,2,small,low,unacc,2
med,low,3,2,small,med,unacc,2
med,low,3,2,small,high,unacc,2
med,low,3,2,med,low,unacc,2
med,low,3,2,med,med,unacc,2
med,low,3,2,med,high,unacc,5
med,low,3,2,big,low,unacc,2
med,low,3,2,big,med,unacc,5
med,low,3,2,big,high,unacc,5
med,low,3,4,small,low,unacc,2
med,low,3,4,small,med,acc,2
med,low,3,4,small,high,good,2
med,low,3,4,med,low,unacc,2
med,low,3,4,med,med,acc,6
med,low,3,4,med,high,good,6
med,low,3,4,big,low,unacc,3
med,low,3,4,big,med,good,3
med,low,3,4,big,high,vgood,5
med,low,3,more,small,low,unacc,2
med,low,3,more,small,med,acc,4
med,low,3,more,small,high,good,2
med,low,3,more,med,low,unacc,2
med,low,3,more,med,med,good,4
med,low,3,more,med,high,vgood,5
med,low,3,more,big,low,unacc,2
med,low,3,more,big,med,good,0
med,low,3,more,big,high,vgood,5
med,low,4,2,small,low,unacc,2
med,low,4,2,small,med,unacc,2
med,low,4,2,small,high,unacc,2
med,low,4,2,med,low,unacc,2
med,low,4,2,med,med,unacc,2
med,low,4,2,med,high,unacc,5
med,low,4,2,big,low,unacc,2
med,low,4,2,big,med,unacc,5
med,low,4,2,big,high,unacc,5
med,low,4,4,small,low,unacc,1
med,low,4,4,small,med,acc,1
med,low,4,4,small,high,good,1
med,low,4,4,med,low,unacc,1
med,low,4,4,med,med,good,6
med,low,4,4,med,high,vgood,6
med,low,4,4,big,low,unacc,3
med,low,4,4,big,med,good,3
med,low,4,4,big,high,vgood,3
med,low,4,more,small,low,unacc,1
med,low,4,more,small,med,acc,4
med,low,4,more,small,high,good,7
med,low,4,more,med,low,unacc,1
med,low,4,more,med,med,good,0
med,low,4,more,med,high,vgood,6
med,low,4,more,big,low,unacc,3
med,low,4,more,big,med,good,0
med,low,4,more,big,high,vgood,5
med,low,5more,2,small,low,unacc,2
med,low,5more,2,small,med,unacc,2
med,low,5more,2,small,high,unacc,2
med,low,5more,2,med,low,unacc,2
med,low,5more,2,med,med,unacc,2
med,low,5more,2,med,high,unacc,5
med,low,5more,2,big,low,unacc,2
med,low,5more,2,big,med,unacc,5
med,low,5more,2,big,high,unacc,5
med,low,5more,4,small,low,unacc,1
med,low,5more,4,small,med,acc,1
med,low,5more,4,small,high,good,6
med,low,5more,4,med,low,unacc,3
med,low,5more,4,med,med,good,6
med,low,5more,4,med,high,vgood,6
med,low,5more,4,big,low,unacc,3
med,low,5more,4,big,med,good,3
med,low,5more,4,big,high,vgood,3
med,low,5more,more,small,low,unacc,2
med,low,5more,more,small,med,acc,4
med,low,5more,more,small,high,good,7
med,low,5more,more,med,low,unacc,2
med,low,5more,more,med,med,good,0
med,low,5more,more,med,high,vgood,6
med,low,5more,more,big,low,unacc,3
med,low,5more,more,big,med,good,0
med,low,5more,more,big,high,vgood,5
low,vhigh,2,2,small,low,unacc,2
low,vhigh,2,2,small,med,unacc,0
low,vhigh,2,2,small,high,unacc,0
low,vhigh,2,2,med,low,unacc,0
low,vhigh,2,2,med,med,unacc,0
low,vhigh,2,2,med,high,unacc,0
low,vhigh,2,2,big,low,unacc,0
low,vhigh,2,2,big,med,unacc,0
low,vhigh,2,2,big,high,unacc,0
low,vhigh,2,4,small,low,unacc,1
low,vhigh,2,4,small,med,unacc,0
low,vhigh,2,4,small,high,acc,0
low,vhigh,2,4,med,low,unacc,0
low,vhigh,2,4,med,med,unacc,0
low,vhigh,2,4,med,high,acc,6
low,vhigh,2,4,big,low,unacc,0
low,vhigh,2,4,big,med,acc,0
low,vhigh,2,4,big,high,acc,0
low,vhigh,2,more,small,low,unacc,0
low,vhigh,2,more,small,med,unacc,0
low,vhigh,2,more,small,high,unacc,0
low,vhigh,2,more,med,low,unacc,0
low,vhigh,2,more,med,med,unacc,0
low,vhigh,2,more,med,high,acc,0
low,vhigh,2,more,big,low,unacc,0
low,vhigh,2,more,big,med,acc,0
low,vhigh,2,more,big,high,acc,0
low,vhigh,3,2,small,low,unacc,2
low,vhigh,3,2,small,med,unacc,2
low,vhigh,3,2,small,high,unacc,2
low,vhigh,3,2,med,low,unacc,2
low,vhigh,3,2,med,med,unacc,0
low,vhigh,3,2,med,high,unacc,2
low,vhigh,3,2,big,low,unacc,2
low,vhigh,3,2,big,med,unacc,0
low,vhigh,3,2,big,high,unacc,5
low,vhigh,3,4,small,low,unacc,1
low,vhigh,3,4,small,med,unacc,0
low,vhigh,3,4,small,high,acc,1
low,vhigh,3,4,med,low,unacc,1
low,vhigh,3,4,med,med,unacc,0
low,vhigh,3,4,med,high,acc,6
low,vhigh,3,4,big,low,unacc,0
low,vhigh,3,4,big,med,acc,0
low,vhigh,3,4,big,high,acc,0
low,vhigh,3,more,small,low,unacc,2
low,vhigh,3,more,small,med,unacc,0
low,vhigh,3,more,small,high,acc,7
low,vhigh,3,more,med,low,unacc,0
low,vhigh,3,more,med,med,acc,0
low,vhigh,3,more,med,high,acc,0
low,vhigh,3,more,big,low,unacc,0
low,vhigh,3,more,big,med,acc,0
low,vhigh,3,more,big,high,acc,0
low,vhigh,4,2,small,low,unacc,1
low,vhigh,4,2,small,med,unacc,0
low,vhigh,4,2,small,high,unacc,1
low,vhigh,4,2,med,low,unacc,1
low,vhigh,4,2,med,med,unacc,0
low,vhigh,4,2,med,high,unacc,0
low,vhigh,4,2,big,low,unacc,0
low,vhigh,4,2,big,med,unacc,0
low,vhigh,4,2,big,high,unacc,0
low,vhigh,4,4,small,low,unacc,1
low,vhigh,4,4,small,med,unacc,1
low,vhigh,4,4,small,high,acc,1
low,vhigh,4,4,med,low,unacc,1
low,vhigh,4,4,med,med,acc,0
low,vhigh,4,4,med,high,acc,1
low,vhigh,4,4,big,low,unacc,1
low,vhigh,4,4,big,med,acc,0
low,vhigh,4,4,big,high,acc,0
low,vhigh,4,more,small,low,unacc,1
low,vhigh,4,more,small,med,unacc,0
low,vhigh,4,more,small,high,acc,7
low,vhigh,4,more,med,low,unacc,0
low,vhigh,4,more,med,med,acc,0
low,vhigh,4,more,med,high,acc,0
low,vhigh,4,more,big,low,unacc,0
low,vhigh,4,more,big,med,acc,0
low,vhigh,4,more,big,high,acc,0
low,vhigh,5more,2,small,low,unacc,2
low,vhigh,5more,2,small,med,unacc,0
low,vhigh,5more,2,small,high,unacc,7
low,vhigh,5more,2,med,low,unacc,2
low,vhigh,5more,2,med,med,unacc,0
low,vhigh,5more,2,med,high,unacc,7
low,vhigh,5more,2,big,low,unacc,0
low,vhigh,5more,2,big,med,unacc,0
low,vhigh,5more,2,big,high,unacc,0
low,vhigh,5more,4,small,low,unacc,1
low,vhigh,5more,4,small,med,unacc,0
low,vhigh,5more,4,small,high,acc,7
low,vhigh,5more,4,med,low,unacc,1
low,vhigh,5more,4,med,med,acc,0
low,vhigh,5more,4,med,high,acc,6
low,vhigh,5more,4,big,low,unacc,0
low,vhigh,5more,4,big,med,acc,0
low,vhigh,5more,4,big,high,acc,0
low,vhigh,5more,more,small,low,unacc,7
low,vhigh,5more,more,small,med,unacc,0
low,vhigh,5more,more,small,high,acc,7
low,vhigh,5more,more,med,low,unacc,0
low,vhigh,5more,more,med,med,acc,0
low,vhigh,5more,more,med,high,acc,7
low,vhigh,5more,more,big,low,unacc,0
low,vhigh,5more,more,big,med,acc,0
low,vhigh,5more,more,big,high,acc,0
low,high,2,2,small,low,unacc,2
low,high,2,2,small,med,unacc,0
low,high,2,2,small,high,unacc,7
